PostalCode,PlaceName,State,StateAbbreviation,County,City,Latitude,Longitude
20000,Zona Centro,Aguascalientes,AGU,Aguascalientes,Aguascalientes,22.0785,-102.4683
20008,Delegacion de La Secretaria de Comercio y Fomento Industrial,Aguascalientes,AGU,Aguascalientes,Aguascalientes,22.0785,-102.4683
20009,Palacio de Gobierno Del Estado de Aguascalientes,Aguascalientes,AGU,Aguascalientes,Aguascalientes,22.0785,-102.4683
20010,San Cayetano,Aguascalientes,AGU,Aguascalientes,Aguascalientes,22.0785,-102.4683
20016,Colinas de San Ignacio,Aguascalientes,AGU,Aguascalientes,Aguascalientes,22.0785,-102.4683
20018,Linea de Fuego,Aguascalientes,AGU,Aguascalientes,Aguascalientes,22.0785,-102.4683
20019,Prado de los Sauces,Aguascalientes,AGU,Aguascalientes,Aguascalientes,22.0785,-102.4683
20020,Circunvalacion 1a Seccion,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.9208,-102.5806
20029,Villas de La Universidad,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.9208,-102.5806
20030,Gremial,Aguascalientes,AGU,Aguascalientes,Aguascalientes,22.0785,-102.4683
20038,Industrial Gremial,Aguascalientes,AGU,Aguascalientes,Aguascalientes,22.0785,-102.4683
20040,Miravalle,Aguascalientes,AGU,Aguascalientes,Aguascalientes,22.0785,-102.4683
20046,Guadalupe Posada,Aguascalientes,AGU,Aguascalientes,Aguascalientes,22.0785,-102.4683
20049,Colinas Del Poniente,Aguascalientes,AGU,Aguascalientes,Aguascalientes,22.0785,-102.4683
20050,Primavera,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.9333,-102.7
20059,Heliodoro Garcia,Aguascalientes,AGU,Aguascalientes,Aguascalientes,22.4167,-102.2833
20060,Reforma,Aguascalientes,AGU,Aguascalientes,Aguascalientes,22,-102.2958
20064,Valle Del Rio San Pedro,Aguascalientes,AGU,Aguascalientes,Aguascalientes,22,-102.2958
20070,San Marcos,Aguascalientes,AGU,Aguascalientes,Aguascalientes,22.1,-102.475
20078,San Marcos,Aguascalientes,AGU,Aguascalientes,Aguascalientes,22.1,-102.475
20080,Del Valle,Aguascalientes,AGU,Aguascalientes,Aguascalientes,22.0785,-102.4683
20089,Del Valle 1a Seccion,Aguascalientes,AGU,Aguascalientes,Aguascalientes,22.0785,-102.4683
20090,Huasco,Aguascalientes,AGU,Aguascalientes,Aguascalientes,22.0785,-102.4683
20100,Club Campestre,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.9439,-102.3694
20105,Campestre Estrella,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.9439,-102.3694
20110,Villas de Montenegro,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.8597,-102.5556
20115,Valle de las Trojes,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.8597,-102.5556
20116,Trojes de Alonso,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.9333,-102.3167
20117,Aguascalientes 2000,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.8597,-102.5556
20118,Las Trojes,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.8667,-102.8167
20119,Calicantos,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.8597,-102.5556
20120,Rinconada de los Bosques,Aguascalientes,AGU,Aguascalientes,Aguascalientes,22.0333,-102.3
20123,El Molino,Aguascalientes,AGU,Aguascalientes,Aguascalientes,22.0333,-102.3
20125,Residencial,Aguascalientes,AGU,Aguascalientes,Aguascalientes,22.0333,-102.3
20126,Villas de Nuestra Se�ora de La Asuncion Sector El Encino,Aguascalientes,AGU,Aguascalientes,Aguascalientes,22.0333,-102.3
20127,Bosques Del Prado,Aguascalientes,AGU,Aguascalientes,Aguascalientes,22.0333,-102.3
20128,La Concepcion,Aguascalientes,AGU,Aguascalientes,Aguascalientes,22.0333,-102.3
20129,Lomas Del Campestre,Aguascalientes,AGU,Aguascalientes,Aguascalientes,22.0333,-102.3
20130,Puerta Navarra,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.9439,-102.3694
20135,Centro Distribuidor de Basicos,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.9439,-102.3694
20136,Rinconada,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.9439,-102.3694
20137,El Plateado,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.9439,-102.3694
20138,Pulgas Pandas Country Club,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.9439,-102.3694
20139,Bosques Del Valle,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.9439,-102.3694
20140,Morelos,Aguascalientes,AGU,Aguascalientes,Aguascalientes,22.2417,-102.3667
20146,Los Arcos,Aguascalientes,AGU,Aguascalientes,Aguascalientes,22.2417,-102.3667
20149,Industrial las Hadas,Aguascalientes,AGU,Aguascalientes,Aguascalientes,22.2417,-102.3667
20150,Estrella,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.8792,-102.45
20157,Parras,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.925,-102.2667
20158,El Cobano,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.9021,-102.3583
20159,Alianza Ferrocarrilera,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.9021,-102.3583
20160,Francisco Guel Jimenez,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.9439,-102.3694
20164,Santa Anita 4a Seccion,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.9439,-102.3694
20169,Santa Anita 2a Seccion,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.9439,-102.3694
20170,El Maguey,Aguascalientes,AGU,Aguascalientes,Aguascalientes,22.0167,-102.3
20172,Lic Benito Palomino Dena,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.9833,-102.2633
20174,Los Laureles II,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.9833,-102.2633
20175,Las Cumbres,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.9167,-102.25
20177,Cnop,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.9833,-102.2633
20178,Granjas Familiares,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.9833,-102.2633
20179,Luis Ortega Douglas,Aguascalientes,AGU,Aguascalientes,Aguascalientes,22.0333,-102.2583
20180,Lomas de Santa Anita,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.9439,-102.3694
20190,Ojocaliente,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.6958,-102.4361
20196,Ojocaliente Inegi,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.6958,-102.4361
20197,Ciudad Jesus Teran,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.6958,-102.4361
20198,Exhacienda Ojocaliente,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.6958,-102.4361
20199,Fidel Velazquez Infonavit,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.6958,-102.4361
20200,San Nicolas,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.85,-102.6875
20205,Nueva Espa�a,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.85,-102.6875
20206,La Barranquilla,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.85,-102.6875
20207,Canteras San Javier,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.85,-102.6875
20208,Canteras de San Jose,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.85,-102.6875
20210,Pirules Infonavit,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.9436,-102.3775
20216,Jardines de los Pirules,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.9436,-102.3775
20217,Residencial los Pirules,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.9436,-102.3775
20218,San Martin de La Cantera,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.9436,-102.3775
20219,Parque Industrial El Vergel,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.9436,-102.3775
20220,Vivienda Popular,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.95,-102.1208
20229,Las Torres,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.95,-102.1208
20230,Santa Elena,Aguascalientes,AGU,Aguascalientes,Aguascalientes,22.1,-102.2833
20234,Mesoneros,Aguascalientes,AGU,Aguascalientes,Aguascalientes,22.1,-102.2833
20235,El Dorado,Aguascalientes,AGU,Aguascalientes,Aguascalientes,22.1,-102.2833
20236,Jardines de Santa Elena,Aguascalientes,AGU,Aguascalientes,Aguascalientes,22.1,-102.2833
20237,Hermanos Carrion,Aguascalientes,AGU,Aguascalientes,Aguascalientes,22.1,-102.2833
20238,Santa Elena 2a Seccion,Aguascalientes,AGU,Aguascalientes,Aguascalientes,22.1,-102.2833
20239,La Fuente,Aguascalientes,AGU,Aguascalientes,Aguascalientes,22.1,-102.2833
20240,Triana,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.8667,-102.7292
20246,Prados de Oriente,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.8681,-102.7222
20247,San Fernando Infonavit,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.8681,-102.7222
20248,Jardines de Triana,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.8681,-102.7222
20249,Gamez,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.8681,-102.7222
20250,San Luis,Aguascalientes,AGU,Aguascalientes,Aguascalientes,22.1333,-102.3
20255,Bona Gens,Aguascalientes,AGU,Aguascalientes,Aguascalientes,22.1333,-102.3
20256,Ojocaliente II Fovissste,Aguascalientes,AGU,Aguascalientes,Aguascalientes,22.1333,-102.3
20257,Lazaro Cardenas Fovissste,Aguascalientes,AGU,Aguascalientes,Aguascalientes,22.1333,-102.3
20259,De La Estacion,Aguascalientes,AGU,Aguascalientes,Aguascalientes,22.1333,-102.3
20260,Ojo de Agua,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.8833,-102.7292
20263,Salto de Ojocaliente II,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.8667,-102.2292
20264,Vista Del Sol II,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.8867,-102.335
20265,Ojo de Agua Infonavit,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.8867,-102.335
20266,Casa Blanca,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.85,-102.2667
20267,Stema,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.8867,-102.335
20268,Fuentes de La Asuncion,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.8867,-102.335
20269,Jardines de La Luz,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.8867,-102.335
20270,Jardines de La Asuncion,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.9436,-102.3775
20275,Heroes Mexicanos,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.9436,-102.3775
20276,Jardines Del Parque,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.9436,-102.3775
20277,Piramides,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.9436,-102.3775
20278,Jardines de las Fuentes,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.9436,-102.3775
20280,Casa Solida,Aguascalientes,AGU,Aguascalientes,Aguascalientes,22.1958,-102.15
20284,La Estancia,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.9167,-102.4181
20285,Versalles 1a Seccion,Aguascalientes,AGU,Aguascalientes,Aguascalientes,22.0354,-102.2556
20286,Villa Del Pilar,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.8333,-102.3042
20287,Insurgentes,Aguascalientes,AGU,Aguascalientes,Aguascalientes,22.0354,-102.2556
20288,Boulevares,Aguascalientes,AGU,Aguascalientes,Aguascalientes,22.0354,-102.2556
20289,Pilar Blanco Infonavit,Aguascalientes,AGU,Aguascalientes,Aguascalientes,22.0354,-102.2556
20290,Ciudad Industrial,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.9206,-102.3344
20291,Centro Sct Aguascalientes,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.9206,-102.3344
20295,El Cedazo,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.9206,-102.3344
20296,Rusticos Calpulli,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.9206,-102.3344
20297,Granjas Aguascalientes,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.8972,-102.375
20298,Emiliano Zapata,Aguascalientes,AGU,Aguascalientes,Aguascalientes,22.1167,-102.3
20299,Fundadores,Aguascalientes,AGU,Aguascalientes,Aguascalientes,21.8694,-102.3653
20310,Los Negritos,Aguascalientes,AGU,Aguascalientes,,22.2708,-102.4292
20311,Sandovales,Aguascalientes,AGU,Aguascalientes,,21.9167,-102.3347
20312,Rio Curtidores,Aguascalientes,AGU,Aguascalientes,,21.9398,-102.3715
20313,Hacienda Nueva,Aguascalientes,AGU,Aguascalientes,,21.9167,-102.3667
20314,Cari�an,Aguascalientes,AGU,Aguascalientes,,21.8972,-102.375
20315,Vi�edos Valle Redondo,Aguascalientes,AGU,Aguascalientes,,21.9398,-102.3715
20316,El Picacho,Aguascalientes,AGU,Aguascalientes,,21.8833,-102.4
20317,Santa Cruz de La Presa,Aguascalientes,AGU,Aguascalientes,,21.8667,-102.3833
20318,La Cantera,Aguascalientes,AGU,Aguascalientes,,21.8333,-102.3667
20320,Gral Jose Maria Morelos y Pavon,Aguascalientes,AGU,Aguascalientes,,22.0167,-102.1667
20321,El Cortijo,Aguascalientes,AGU,Aguascalientes,,22.0167,-102.2958
20322,La Presa,Aguascalientes,AGU,Aguascalientes,,22.0583,-102.05
20323,Santa Maria de Gallardo,Aguascalientes,AGU,Aguascalientes,,22.05,-102.1167
20324,Jaltomate,Aguascalientes,AGU,Aguascalientes,,22.025,-102.1458
20326,San Ignacio,Aguascalientes,AGU,Aguascalientes,,21.8958,-102.3333
20328,Los Pocitos,Aguascalientes,AGU,Aguascalientes,,22.0137,-102.1952
20340,Pe�uelas,Aguascalientes,AGU,Aguascalientes,,21.7167,-102.2833
20341,El Salto de Ojocaliente,Aguascalientes,AGU,Aguascalientes,,21.8167,-102.3417
20342,Santa Monica,Aguascalientes,AGU,Aguascalientes,,21.8333,-102.3042
20344,Lic Jesus Teran Villa,Aguascalientes,AGU,Aguascalientes,,21.8034,-102.2864
20345,Montoro,Aguascalientes,AGU,Aguascalientes,,21.7833,-102.2875
20346,Los Ca�os,Aguascalientes,AGU,Aguascalientes,,21.9833,-102
20348,San Antonio de Pe�uelas,Aguascalientes,AGU,Aguascalientes,,21.6833,-102.2833
20349,Ciudad de Aguascalientes,Aguascalientes,AGU,Aguascalientes,,21.8833,-102.3
20363,San Antonio de los Pedroza,Aguascalientes,AGU,Aguascalientes,,21.9583,-102.15
20364,San Nicolas de Arriba,Aguascalientes,AGU,Aguascalientes,,21.9611,-102.2125
20366,El Colorado (el Soyatal),Aguascalientes,AGU,Aguascalientes,,21.9262,-102.2116
20367,Norias Del Ojocaliente,Aguascalientes,AGU,Aguascalientes,,21.9,-102.1681
20369,Dolores,Aguascalientes,AGU,Aguascalientes,,21.8417,-102.2472
20370,El Puerto,Aguascalientes,AGU,Aguascalientes,,21.8319,-102.4708
20371,Ciudad de los Ni�os,Aguascalientes,AGU,Aguascalientes,,21.8333,-102.3736
20372,El Niagara,Aguascalientes,AGU,Aguascalientes,,21.7875,-102.3708
20373,El Ocote,Aguascalientes,AGU,Aguascalientes,,21.775,-102.5042
20375,El Tanque de los Jimenez,Aguascalientes,AGU,Aguascalientes,,21.7617,-102.4407
20376,Centro de Arriba,Aguascalientes,AGU,Aguascalientes,,21.7333,-102.5
20377,Cieneguilla,Aguascalientes,AGU,Aguascalientes,,21.7167,-102.45
20379,Los Dolores,Aguascalientes,AGU,Aguascalientes,,21.6667,-102.3667
20382,El Codo,Aguascalientes,AGU,Aguascalientes,,21.8052,-102.1809
20384,Paso Hondo,Aguascalientes,AGU,Aguascalientes,,21.85,-102.2167
20385,Santa Gertrudis,Aguascalientes,AGU,Aguascalientes,,21.8052,-102.1809
20386,Tanque de Guadalupe,Aguascalientes,AGU,Aguascalientes,,21.8,-102.2417
20389,Soledad de Abajo,Aguascalientes,AGU,Aguascalientes,,21.7833,-102.1
20390,San Jose,Aguascalientes,AGU,Aguascalientes,,21.85,-102.0833
20391,Agostaderito,Aguascalientes,AGU,Aguascalientes,,21.7667,-102.3625
20392,Montoro,Aguascalientes,AGU,Aguascalientes,,21.7833,-102.2875
20394,Coyotes Sur,Aguascalientes,AGU,Aguascalientes,,21.7551,-102.2486
20395,San Bartolo,Aguascalientes,AGU,Aguascalientes,,21.7472,-102.175
20396,El Refugio de Pu�uelas,Aguascalientes,AGU,Aguascalientes,,21.7167,-102.2833
20399,El Turicate,Aguascalientes,AGU,Aguascalientes,,21.6667,-102.3
20700,El Tule,Aguascalientes,AGU,Asientos,,22.0833,-102.0833
20704,Viudas de Poniente,Aguascalientes,AGU,Asientos,,22.1,-102.0667
20705,Charco Azul,Aguascalientes,AGU,Asientos,,22.0667,-102.0167
20708,Amarillas de Esparza,Aguascalientes,AGU,Asientos,,22.0685,-102.0548
20709,La Dichosa,Aguascalientes,AGU,Asientos,,22.0333,-102.0833
20710,Asientos Centro,Aguascalientes,AGU,Asientos,Asientos,22.1114,-102.0395
20712,De Pe�itas 1a Seccion,Aguascalientes,AGU,Asientos,Asientos,22.1114,-102.0395
20713,Los Tepetates,Aguascalientes,AGU,Asientos,Asientos,22.1114,-102.0395
20714,De Guadalupe,Aguascalientes,AGU,Asientos,Asientos,22.1114,-102.0395
20715,Del Tepozan,Aguascalientes,AGU,Asientos,Asientos,22.1114,-102.0395
20716,De Pe�itas 2a Seccion,Aguascalientes,AGU,Asientos,Asientos,22.1114,-102.0395
20720,Bimbaletes Atlas,Aguascalientes,AGU,Asientos,,22.25,-102.0188
20721,Plutarco Elias Calles,Aguascalientes,AGU,Asientos,,22.2167,-102.05
20722,Cienega Grande,Aguascalientes,AGU,Asientos,,22.2,-102.0167
20723,Mina El Orito,Aguascalientes,AGU,Asientos,,22.2417,-102.1167
20724,Portugal,Aguascalientes,AGU,Asientos,,22.2,-102.0833
20727,Jose Maria Pino Suarez,Aguascalientes,AGU,Asientos,,22.2179,-102.0625
20728,Berrendos,Aguascalientes,AGU,Asientos,,22.1667,-102.1333
20729,Clavellinas,Aguascalientes,AGU,Asientos,,22.2179,-102.0625
20730,Molinos,Aguascalientes,AGU,Asientos,,22.1583,-102.0333
20732,Los Encinos,Aguascalientes,AGU,Asientos,,22.1917,-102.0167
20734,Lazaro Cardenas,Aguascalientes,AGU,Asientos,,22.1833,-102.0333
20736,La Gloria,Aguascalientes,AGU,Asientos,,22.15,-102.0333
20738,La Soledad,Aguascalientes,AGU,Asientos,,22.1333,-102.0333
20739,San Pedro,Aguascalientes,AGU,Asientos,,22.1333,-102.05
20740,El Polvo,Aguascalientes,AGU,Asientos,,22.1333,-102.1
20741,Caldera,Aguascalientes,AGU,Asientos,,22.1667,-102.1833
20742,Adolfo Lopez Mateos,Aguascalientes,AGU,Asientos,,22.1333,-102.2083
20744,San Antonio de los Martinez,Aguascalientes,AGU,Asientos,,22.125,-102.1764
20746,Gorriones,Aguascalientes,AGU,Asientos,,22.1167,-102.2
20748,Ojo de Agua de Rosales,Aguascalientes,AGU,Asientos,,22.1,-102.1833
20749,Tepetatillo,Aguascalientes,AGU,Asientos,,22.1,-102.1833
20750,San Jose Del Rio,Aguascalientes,AGU,Asientos,,22.1292,-102.0667
20760,El Llavero,Aguascalientes,AGU,Asientos,,22.0667,-102.0917
20765,San Vicente,Aguascalientes,AGU,Asientos,,22.0583,-102.05
20768,3 Valles,Aguascalientes,AGU,Asientos,,22.0625,-102.0708
20770,Emancipacion,Aguascalientes,AGU,Asientos,,22.1,-101.9417
20771,Tanque Viejo,Aguascalientes,AGU,Asientos,,22.0667,-101.925
20773,Las Adjuntas,Aguascalientes,AGU,Asientos,,22.05,-101.9167
20775,Tanque de Guadalupe,Aguascalientes,AGU,Asientos,,22.05,-101.9042
20777,Las Joyas,Aguascalientes,AGU,Asientos,,22.0333,-101.9
20779,Ojo de Agua de los Sauces,Aguascalientes,AGU,Asientos,,22.06,-101.9175
20780,San Rafael de Ocampo,Aguascalientes,AGU,Asientos,,22.0583,-102.0688
20782,San Isidro,Aguascalientes,AGU,Asientos,,22.025,-102.1542
20785,El Chonguillo,Aguascalientes,AGU,Asientos,,22.0917,-101.9833
20790,Francisco Villa,Aguascalientes,AGU,Asientos,,22.0323,-101.8906
20792,El Epazote,Aguascalientes,AGU,Asientos,,22.05,-101.8667
20794,Las Fraguas,Aguascalientes,AGU,Asientos,,22.0323,-101.8906
20795,Pilotos,Aguascalientes,AGU,Asientos,,22.0323,-101.8906
20796,El Salitre,Aguascalientes,AGU,Asientos,,22.0417,-101.8667
20797,Bajio Del Salitre,Aguascalientes,AGU,Asientos,,22.0375,-101.8667
20799,Las Negritas,Aguascalientes,AGU,Asientos,,22,-101.9625
20800,Calvillo Centro,Aguascalientes,AGU,Calvillo,Calvillo,21.9839,-102.4441
20802,Vista Hermosa,Aguascalientes,AGU,Calvillo,Calvillo,21.8896,-102.7097
20803,Lomas de Huejucar,Aguascalientes,AGU,Calvillo,Calvillo,21.85,-102.6875
20804,La Fortuna,Aguascalientes,AGU,Calvillo,Calvillo,21.8708,-102.5333
20805,El Cerrito,Aguascalientes,AGU,Calvillo,Calvillo,22.0927,-102.2281
20810,Palo Alto,Aguascalientes,AGU,Calvillo,,22.05,-102.6833
20814,Terrero de Sauz,Aguascalientes,AGU,Calvillo,,22,-102.6692
20816,El Zapote,Aguascalientes,AGU,Calvillo,,21.9667,-102.6625
20820,San Tadeo,Aguascalientes,AGU,Calvillo,,21.9167,-102.7
20824,El Capulin,Aguascalientes,AGU,Calvillo,,21.9583,-102.6083
20830,Los Arquitos,Aguascalientes,AGU,Calvillo,,21.875,-102.6833
20832,El Maguey,Aguascalientes,AGU,Calvillo,,21.9,-102.6333
20834,Catama,Aguascalientes,AGU,Calvillo,,21.8523,-102.6417
20840,Los Mirasoles,Aguascalientes,AGU,Calvillo,,21.8347,-102.6167
20842,Los Lobos,Aguascalientes,AGU,Calvillo,,21.7958,-102.65
20844,El Laurel,Aguascalientes,AGU,Calvillo,,21.759,-102.5819
20850,Tepezalilla de Abajo,Aguascalientes,AGU,Calvillo,,21.8031,-102.7347
20852,Los Adobes,Aguascalientes,AGU,Calvillo,,21.8,-102.7
20854,Ojo de Agua,Aguascalientes,AGU,Calvillo,,21.7917,-102.7875
20856,Jaltiche de Arriba,Aguascalientes,AGU,Calvillo,,21.7736,-102.7792
20860,Las Animas,Aguascalientes,AGU,Calvillo,,22.1,-102.2667
20862,La Fragua,Aguascalientes,AGU,Calvillo,,21.9,-102.5031
20864,La Majada,Aguascalientes,AGU,Calvillo,,21.8333,-102.8556
20870,Vaqueria,Aguascalientes,AGU,Calvillo,,21.881,-102.648
20872,El Chiquihuite,Aguascalientes,AGU,Calvillo,,21.9028,-102.7708
20874,El Tepalcate,Aguascalientes,AGU,Calvillo,,21.874,-102.8302
20880,Orde�a Vieja,Aguascalientes,AGU,Calvillo,,21.9639,-102.7097
20882,Manguillas,Aguascalientes,AGU,Calvillo,,21.9583,-102.725
20884,Los Bajios,Aguascalientes,AGU,Calvillo,,21.9333,-102.8
20890,Presa La Codorniz,Aguascalientes,AGU,Calvillo,,22.0167,-102.6667
20892,Carboneras,Aguascalientes,AGU,Calvillo,,22,-102.7333
20899,La Haciendita,Aguascalientes,AGU,Calvillo,,22.0083,-102.7056
20460,Cosio Centro,Aguascalientes,AGU,Cosio,Cosio,22.0083,-102.275
20462,Luis Donaldo Colosio,Aguascalientes,AGU,Cosio,Cosio,22.0083,-102.275
20467,Popular,Aguascalientes,AGU,Cosio,Cosio,22.0083,-102.275
20468,Santa Cruz,Aguascalientes,AGU,Cosio,Cosio,21.8667,-102.3833
20469,Mexiquito,Aguascalientes,AGU,Cosio,Cosio,22.15,-102.1667
20470,Zacatequillas,Aguascalientes,AGU,Cosio,,22.1,-102.1958
20472,El Durazno,Aguascalientes,AGU,Cosio,,22.3333,-102.3
20476,Guadalupito,Aguascalientes,AGU,Cosio,,22.4139,-102.2833
20478,El Refugio de Agua Zarca,Aguascalientes,AGU,Cosio,,22.3667,-102.2667
20900,Maravillas,Aguascalientes,AGU,Jesus Maria,,21.9542,-102.3306
20901,El Maguey,Aguascalientes,AGU,Jesus Maria,,22.0167,-102.3
20902,El Refugio,Aguascalientes,AGU,Jesus Maria,,21.85,-102.25
20903,Las Margaritas,Aguascalientes,AGU,Jesus Maria,,21.913,-102.2917
20904,Los Ramirez,Aguascalientes,AGU,Jesus Maria,,21.7833,-102.1
20905,Paso Blanco,Aguascalientes,AGU,Jesus Maria,,21.913,-102.2917
20906,La Cardona,Aguascalientes,AGU,Jesus Maria,,21.913,-102.2917
20907,San Miguelito,Aguascalientes,AGU,Jesus Maria,,21.7861,-102.2208
20908,Centro Distribuidor de Basicos Vi�edos San Marcos,Aguascalientes,AGU,Jesus Maria,,21.913,-102.2917
20909,Crnl Jesus Gomez Portugal,Aguascalientes,AGU,Jesus Maria,,21.913,-102.2917
20912,El Pedernal 2,Aguascalientes,AGU,Jesus Maria,,21.9875,-102.3997
20914,La Granjita,Aguascalientes,AGU,Jesus Maria,,22.0167,-102.3333
20916,El Chichimeco,Aguascalientes,AGU,Jesus Maria,,22,-102.3528
20917,San Isidro,Aguascalientes,AGU,Jesus Maria,,21.9667,-102.4333
20919,La Florida,Aguascalientes,AGU,Jesus Maria,,21.9667,-102.4792
20920,Jesus Maria Centro,Aguascalientes,AGU,Jesus Maria,Jesus Maria,21.8507,-102.3358
20922,La Escalera,Aguascalientes,AGU,Jesus Maria,Jesus Maria,21.8507,-102.3358
20923,Los Arroyitos,Aguascalientes,AGU,Jesus Maria,Jesus Maria,21.7861,-102.2208
20924,Arboledas de Paso Blanco,Aguascalientes,AGU,Jesus Maria,Jesus Maria,21.7861,-102.2208
20925,Agua Zarca,Aguascalientes,AGU,Jesus Maria,Jesus Maria,21.9333,-102.4181
20926,Deportiva,Aguascalientes,AGU,Jesus Maria,Jesus Maria,21.8972,-102.4833
20927,Ayuntamiento,Aguascalientes,AGU,Jesus Maria,Jesus Maria,21.8507,-102.3358
20928,Ejidal,Aguascalientes,AGU,Jesus Maria,Jesus Maria,21.8507,-102.3358
20940,Los Mu�oz,Aguascalientes,AGU,Jesus Maria,,21.9417,-102.5833
20943,Milpilla de Abajo,Aguascalientes,AGU,Jesus Maria,,21.9312,-102.5403
20945,Milpilla de Arriba,Aguascalientes,AGU,Jesus Maria,,21.9312,-102.5403
20947,Gracias A Dios,Aguascalientes,AGU,Jesus Maria,,21.9208,-102.4972
20950,El Zapote,Aguascalientes,AGU,Jesus Maria,,21.9292,-102.4667
20953,Ca�ada Del Rodeo,Aguascalientes,AGU,Jesus Maria,,21.9,-102.4667
20955,Contadero,Aguascalientes,AGU,Jesus Maria,,21.8917,-102.55
20957,El Pedernal 1,Aguascalientes,AGU,Jesus Maria,,21.9052,-102.5
20959,El Rincon,Aguascalientes,AGU,Jesus Maria,,21.9,-102.5167
20960,San Rafael,Aguascalientes,AGU,Jesus Maria,,21.9167,-102.5667
20964,El Pensamiento,Aguascalientes,AGU,Jesus Maria,,21.8917,-102.5375
20967,Piedras Negras,Aguascalientes,AGU,Jesus Maria,,21.8667,-102.5083
20970,Tapias Viejas,Aguascalientes,AGU,Jesus Maria,,21.8667,-102.5333
20974,Puentes Cuates,Aguascalientes,AGU,Jesus Maria,,21.8583,-102.5667
20980,Gral Ignacio Zaragoza,Aguascalientes,AGU,Jesus Maria,,21.8383,-102.4611
